X,Y,Z
0.4,0.0,0.36
0.39987675203359146,-0.0002464959328171085,0.3599260512201548
0.3995138080221676,-0.0009723839556647314,0.3597082848133005
0.39892136779743137,-0.002157264405137316,0.3593528206784588
0.39810963119108544,-0.003780737617829306,0.3588657787146512
0.39708879803483244,-0.005822403930335149,0.3582532788208994
0.3958690681603753,-0.008261863679249293,0.3575214408962251
0.39446064139941706,-0.011078717201166183,0.3566763848396502
0.39287371758365996,-0.01425256483268026,0.355724230550196
0.39111849654480707,-0.017763006910385976,0.3546710979268843
0.3892051781145611,-0.021589643770877777,0.35352310686873667
0.38714396212462493,-0.02571207575075011,0.3522863772747749
0.38494504840670124,-0.030109903186597422,0.3509670290440207
0.38261863679249297,-0.03476272641501415,0.34957118207549576
0.38017492711370265,-0.03965014577259475,0.3481049562682215
0.3776241192020333,-0.044751761595933665,0.34657447152122
0.3749764128891874,-0.05004717422162534,0.34498584773351243
0.37224200800686796,-0.055515983986264235,0.3433452048041208
0.3694311043867776,-0.06113779122644476,0.3416586626320665
0.36655390186061926,-0.0668921962787614,0.33993234111637155
0.36362060026009574,-0.07275879947980857,0.3381723601560574
0.36064139941690954,-0.07871720116618075,0.33638483965014576
0.3576264991627638,-0.08474700167447236,0.3345758994976583
0.3545860993293611,-0.09082780134127787,0.33275165959761666
0.35153039974840417,-0.09693920050319171,0.3309182398490425
0.34846960025159585,-0.10306079949680831,0.3290817601509575
0.345413900670639,-0.10917219865872212,0.3272483404023834
0.34237350083723617,-0.11525299832552763,0.3254241005023417
0.3393586005830904,-0.12128279883381926,0.3236151603498542
0.3363793997399043,-0.12724120052019144,0.3218276398439426
0.3334460981393807,-0.1331078037212386,0.3200676588836284
0.3305688956132224,-0.13886220877355523,0.31834133736793346
0.3277579919931321,-0.14448401601373578,0.31665479519587925
0.3250235871108127,-0.14995282577837468,0.3150141522664876
0.3223758807979668,-0.15524823840406635,0.3134255284787801
0.31982507288629736,-0.16034985422740528,0.3118950437317784
0.3173813632075071,-0.16523727358498586,0.3104288179245042
0.3150549515932987,-0.16989009681340259,0.30903297095597926
0.3128560378753751,-0.17428792424924988,0.307713622725225
0.3107948218854389,-0.1784103562291222,0.30647689313126336
0.308881503455193,-0.18223699308961402,0.3053289020731158
0.3071262824163401,-0.18574743516731976,0.30427576944980406
0.3055393586005831,-0.18892128279883383,0.30332361516034984
0.3041309318396246,-0.1917381363207507,0.30247855910377475
0.3029112019651675,-0.19417759606966484,0.3017467211791005
0.3018903688089146,-0.1962192623821707,0.3011342212853488
0.3010786322025687,-0.1978427355948627,0.3006471793215412
0.3004861919778324,-0.19902761604433528,0.30029171518669945
0.30012324796640855,-0.1997535040671829,0.3000739487798451
0.3,-0.2,0.3
0.29999999999999993,-0.19950700813436578,0.2970620234766126
0.29999999999999993,-0.19805523208867054,0.2943637429982405
0.3,-0.1956854711897254,0.29189495873318094
0.30000000000000004,-0.19243852476434142,0.2896454708497309
0.3,-0.18835519213932972,0.287605079516188
0.2999999999999999,-0.1834762726415014,0.2857635849008491
0.30000000000000004,-0.1778425655976677,0.2841107871720117
0.30000000000000004,-0.17149487033463953,0.2826364864979728
0.3,-0.16447398617922807,0.28133048304702973
0.29999999999999993,-0.15682071245824447,0.28018257698747967
0.29999999999999993,-0.14857584849849978,0.2791825684876199
0.29999999999999993,-0.13978019362680516,0.27832025771574764
0.3,-0.1304745471699717,0.27758544484016007
0.3,-0.12069970845481051,0.2769679300291545
0.30000000000000004,-0.11049647680813274,0.2764575134510281
0.30000000000000004,-0.09990565155674937,0.276043995274078
0.30000000000000004,-0.08896803202747158,0.27571717566660153
0.29999999999999993,-0.07772441754711051,0.27546685479689587
0.29999999999999993,-0.06621560744247719,0.2752828328332582
0.29999999999999993,-0.054482401040382884,0.27515490994398584
0.29999999999999993,-0.04256559766763848,0.27507288629737603
0.29999999999999993,-0.030505996651055294,0.27502656206172593
0.29999999999999993,-0.018344397317444278,0.2750057374053328
0.3,-0.006121598993616598,0.27500021249649376
0.3,0.006121598993616598,0.2749997875035062
0.3,0.018344397317444208,0.2749942625946672
0.29999999999999993,0.03050599665105521,0.274973437938274
0.3,0.042565597667638476,0.2749271137026239
0.3,0.054482401040382836,0.2748450900560141
0.29999999999999993,0.06621560744247715,0.2747171671667417
0.3,0.07772441754711046,0.2745331452031041
0.3,0.08896803202747153,0.27428282433339846
0.3,0.09990565155674933,0.273956004725922
0.29999999999999993,0.11049647680813268,0.27354248654897195
0.3,0.12069970845481048,0.27303206997084545
0.3,0.13047454716997167,0.27241455515983987
0.3,0.13978019362680516,0.2716797422842523
0.29999999999999993,0.14857584849849978,0.27081743151238
0.3,0.15682071245824442,0.2698174230125203
0.3,0.16447398617922804,0.26866951695297026
0.3,0.17149487033463948,0.26736351350202725
0.3,0.17784256559766765,0.26588921282798833
0.29999999999999993,0.18347627264150143,0.26423641509915086
0.3,0.1883551921393297,0.262394920483812
0.3,0.1924385247643414,0.260354529150269
0.3,0.19568547118972537,0.2581050412668191
0.3,0.19805523208867054,0.25563625700175946
0.3,0.1995070081343658,0.25293797652338734
0.3,0.2,0.25
